case_id,fraud_flag
SR-18376627-1,0
SR-18378726-1,0
SR-18380765-1,0
SR-18384839-1,0
SR-18386237-1,0
SR-18386607-1,0
SR-18388706-1,0
SR-18393784-1,0
SR-18398007-1,0
SR-18399410-1,0
SR-18399761-1,0
SR-18399985-1,0
SR-18408631-1,0
SR-18411943-1,0
SR-18412538-1,0
SR-18419981-1,0
SR-18427841-1,0
SR-18428532-1,0
SR-18429631-1,0
SR-17184877-1,0
SR-17820480-1,0
SR-17843552-1,0
SR-17859457-1,0
SR-17864108-1,0
SR-17953454-1,0
SR-17955026-1,0
SR-17956693-1,0
SR-17971164-1,0
SR-17993990-1,0
SR-17994661-1,0
SR-17997829-1,0
SR-18001147-1,0
SR-18053828-1,0
SR-18099960-1,0
SR-18253493-1,0
SR-18332462-1,0
SR-18334807-1,0
SR-18339155-1,0
SR-18341763-1,0
SR-18343093-1,0
SR-18356815-1,0
SR-18366760-1,0
SR-18368761-1,0
SR-18369374-1,0
SR-18370094-1,0
SR-18373477-1,0
SR-18377375-1,0
SR-18381875-1,0
SR-18385639-1,0
SR-18393130-1,0
SR-18395867-1,0
SR-18396334-1,0
SR-18410497-1,0
SR-18419843-1,0
SR-18427073-1,0
SR-18427753-1,0
SR-18427790-1,0
SR-18429575-1,0
SR-18430037-1,0
SR-18431718-1,0
SR-18434910-1,0
SR-18444383-1,0
SR-18446119-1,0
SR-18451659-1,0
SR-18452191-1,0
SR-18452266-1,0
SR-17803069-1,0
SR-17857641-1,0
SR-17861147-1,0
SR-17884530-1,0
SR-17889036-1,0
SR-17898432-1,0
SR-17913417-1,0
SR-17975180-1,0
SR-17993789-1,0
SR-18027109-1,0
SR-18074765-1,0
SR-18268633-1,0
SR-18337073-1,0
SR-18353559-1,0
SR-18356400-1,0
SR-18361864-1,0
SR-18366971-1,0
SR-18368340-1,0
SR-18368478-1,0
SR-18376271-1,0
SR-18377682-1,0
SR-18382522-1,0
SR-18382581-1,0
SR-18392219-1,0
SR-18395303-1,0
SR-18397996-1,0
SR-18399107-1,0
SR-18412088-1,0
SR-18417532-1,0
SR-18430674-1,0
SR-18432983-1,0
SR-18434918-1,0
SR-18438223-1,0
SR-18438395-1,0
SR-18441147-1,0
SR-18445371-1,0
SR-18445491-1,0
SR-18450145-1,0
SR-18455507-1,0
SR-18455818-1,0
SR-18456405-1,0
SR-18458426-1,0
SR-18458663-1,0
SR-18459904-1,0
SR-18460965-1,0
SR-17173176-1,0
SR-17179315-1,0
SR-17159984-1,0
SR-18453386-1,0
SR-18455918-1,0
SR-18460665-1,0
SR-18466631-1,0
SR-18468305-1,0
SR-18468746-1,0
SR-18468879-1,0
SR-18469638-1,0
SR-18470149-1,0
SR-18473518-1,0
SR-18473849-1,0
SR-18475916-1,0
SR-18476176-1,0
SR-18489977-1,0
SR-18490549-1,0
SR-18491808-1,0
SR-18492895-1,0
SR-18495354-1,0
SR-18496533-1,0
SR-18496876-1,0
SR-18500493-1,0
SR-18500569-1,0
SR-18500894-1,0
SR-18504895-1,0
SR-18505153-1,0
SR-18507264-1,0
SR-18508147-1,0
SR-18509548-1,0
SR-18513115-1,0
SR-18516270-1,0
SR-18517553-1,0
SR-18518520-1,1
SR-18518723-1,0
SR-18520790-1,0
SR-18523268-1,0
SR-18525054-1,0
SR-18526636-1,0
SR-18528420-1,0
SR-18529754-1,0
SR-18530778-1,0
SR-18532786-1,0
SR-18534163-1,0
SR-18534243-1,0
SR-18536926-1,0
SR-18537658-1,0
SR-18537809-1,0
SR-18537929-1,0
SR-18538412-1,0
SR-18539147-1,0
SR-18539420-1,0
SR-18539440-1,0
SR-18540268-1,0
SR-18540614-1,0
SR-18542574-1,0
SR-18547603-1,0
SR-18548191-1,0
SR-18552549-1,0
SR-18554857-1,0
SR-18554912-1,0
SR-18555114-1,0
SR-18555869-1,0
SR-18557151-1,0
SR-18557414-1,0
SR-18559742-1,0
SR-18560247-1,0
SR-18560595-1,0
SR-18560907-1,0
SR-18561063-1,0
SR-18562274-1,1
SR-18564792-1,0
SR-18564972-1,0
SR-18567950-1,0
SR-18573838-1,0
SR-18575700-1,0
SR-18575943-1,0
SR-18576757-1,0
SR-18577159-1,0
SR-18578165-1,0
SR-18580074-1,0
SR-18580978-1,0
SR-18586806-1,0
SR-18587948-1,0
SR-18589062-1,0
SR-18589090-1,0
SR-18591374-1,0
SR-18591447-1,0
SR-18592397-1,0
SR-18593823-1,0
SR-18595539-1,0
SR-18596781-1,0
SR-18599044-1,0
SR-18599512-1,0
SR-18600092-1,0
SR-18600497-1,0
SR-18600605-1,0
SR-18601965-1,0
SR-18602160-1,0
SR-18603057-1,0
SR-18603577-1,0
SR-18604754-1,0
SR-18606422-1,0
SR-18606780-1,0
SR-18607521-1,0
SR-18609317-1,0
SR-18609938-1,0
SR-18610869-1,0
SR-18611407-1,0
SR-18612639-1,0
SR-18613051-1,0
SR-18614537-1,0
SR-18615298-1,0
SR-18616318-1,0
SR-18616708-1,0
SR-18618339-1,0
SR-18618635-1,0
SR-18620116-1,0
SR-18622026-1,0
SR-18622944-1,0
SR-18623598-1,0
SR-18624108-1,0
SR-18624317-1,0
SR-18624457-1,0
SR-18624923-1,0
SR-18625029-1,0
SR-18625378-1,0
SR-18625609-1,0
SR-18628649-1,0
SR-18630274-1,0
SR-18631553-1,0
SR-18631642-1,0
SR-18634229-1,0
SR-18634729-1,0
SR-18635074-1,0
SR-18635931-1,0
SR-18636356-1,0
SR-18638122-1,0
SR-18638348-1,0
SR-18639928-1,0
SR-18639984-1,0
SR-18641055-1,0
SR-18641500-1,0
SR-18641874-1,0
SR-18644869-1,0
SR-18646707-1,0
SR-18648274-1,0
SR-18651418-1,0
SR-18651830-1,0
SR-18652204-1,0
SR-18652693-1,0
SR-18655232-1,0
SR-18655272-1,0
SR-18657825-1,1
SR-18659181-1,0
SR-18659294-1,0
SR-18661746-1,0
SR-18662136-1,0
SR-18664641-1,0
SR-18664850-1,0
SR-18665695-1,0
SR-18667104-1,0
SR-18667816-1,0
SR-18668472-1,0
SR-18669883-1,0
SR-18671057-1,0
SR-18671208-1,0
SR-18671771-1,0
SR-18672127-1,0
SR-18674052-1,0
SR-18674610-1,0
SR-18675773-1,0
SR-18676287-1,0
SR-18679836-1,0
SR-18682179-1,0
SR-18682181-1,0
SR-18684290-1,0
SR-18684733-1,0
SR-18687457-1,0
SR-18689334-1,0
SR-18689706-1,0
SR-18691166-1,0
SR-18691272-1,0
SR-18691510-1,0
SR-18692602-1,0
SR-18692746-1,0
SR-18693426-1,0
SR-18694946-1,0
SR-18696050-1,0
SR-18696182-1,0
SR-18696337-1,0
SR-18696866-1,0
SR-18697079-1,0
SR-18698616-1,0
SR-18698778-1,0
SR-18701143-1,0
SR-18702069-1,0
SR-18702264-1,0
SR-18702282-1,0
SR-18702403-1,0
SR-18703790-1,0
SR-18707212-1,0
SR-18707743-1,0
SR-18708129-1,0
SR-18710810-1,0
SR-18712186-1,0
SR-18716469-1,0
SR-18717113-1,0
SR-18717483-1,0
SR-18717531-1,0
SR-18717740-1,0
SR-18717981-1,0
SR-18718933-1,0
SR-18723604-1,0
SR-18725222-1,0
SR-18726196-1,0
SR-18726474-1,0
SR-18727862-1,0
SR-18729595-1,0
SR-18729660-1,0
SR-18730071-1,0
SR-18730457-1,0
SR-18730796-1,0
SR-18731799-1,0
SR-18732270-1,0
SR-18732470-1,0
SR-18733207-1,0
SR-18733856-1,0
SR-18733964-1,0
SR-18735312-1,0
SR-18736830-1,0
SR-18737860-1,0
SR-18738524-1,0
SR-18739008-1,0
SR-18739546-1,0
SR-18739796-1,0
SR-18740431-1,0
SR-18741682-1,0
SR-18744036-1,0
SR-18744991-1,0
SR-18745098-1,0
SR-18746156-1,0
SR-18746542-1,0
SR-18746879-1,0
SR-18747915-1,0
SR-18748238-1,0
SR-18749168-1,0
SR-18749984-1,0
SR-18751450-1,0
SR-18755239-1,0
SR-18756953-1,0
SR-18757104-1,0
SR-18757105-1,0
SR-18757871-1,0
SR-18757971-1,0
SR-18758034-1,0
SR-18758751-1,0
SR-18761322-1,0
SR-18765093-1,0
SR-18767281-1,0
SR-18768182-1,0
SR-18770585-1,0
SR-18770649-1,0
SR-18771309-1,0
SR-18772020-1,0
SR-18772636-1,0
SR-18773947-1,0
SR-18774194-1,0
SR-18774487-1,0
SR-18774762-1,0
SR-18777192-1,0
SR-18778875-1,0
SR-18780836-1,0
SR-18781314-1,0
SR-18782052-1,0
SR-18782917-1,0
SR-18784638-1,0
SR-18789315-1,0
SR-18790010-1,0
SR-18791954-1,0
SR-18792244-1,0
SR-18793078-1,0
SR-18793328-1,0
SR-18793483-1,0
SR-18793723-1,0
SR-18794347-1,0
SR-18794354-1,0
SR-18794756-1,0
SR-18795129-1,0
SR-18796006-1,0
SR-18796470-1,1
SR-18799151-1,0
SR-18799273-1,0
SR-18799741-1,0
SR-18799911-1,0
SR-18800294-1,0
SR-18800637-1,0
SR-18800868-1,0
SR-18801121-1,0
SR-18801492-1,0
SR-18801495-1,0
SR-18801526-1,0
SR-18803510-1,0
SR-18803868-1,0
SR-18804557-1,0
SR-18804875-1,0
SR-18804999-1,0
SR-18807157-1,0
SR-18808720-1,0
SR-18809863-1,0
SR-18812421-1,0
SR-18813895-1,0
SR-18815062-1,0
SR-18815111-1,0
SR-18816616-1,0
SR-18816808-1,0
SR-18818981-1,0
SR-18819269-1,0
SR-18819895-1,0
SR-18821561-1,0
SR-18821801-1,0
SR-18823264-1,0
SR-18823317-1,0
SR-18826011-1,0
SR-18826978-1,0
SR-18827621-1,0
SR-18828689-1,0
SR-18829377-1,0
SR-18829773-1,0
SR-18830360-1,0
SR-18831004-1,0
SR-18831688-1,0
SR-18833291-1,0
SR-18834144-1,0
SR-18834935-1,0
SR-18835543-1,0
SR-18836297-1,0
SR-18836429-1,0
SR-18837838-1,0
SR-18838440-1,0
SR-18838463-1,0
SR-18842921-1,0
SR-18843039-1,0
SR-18843353-1,0
SR-18845428-1,0
SR-18846946-1,0
SR-18846973-1,0
SR-18847855-1,0
SR-18849047-1,0
SR-18849549-1,0
SR-18851292-1,1
SR-18851348-1,0
SR-18852679-1,0
SR-18853719-1,0
SR-18855042-1,0
SR-18856064-1,0
SR-18856517-1,0
SR-18856954-1,0
SR-18857456-1,0
SR-18857582-1,0
SR-18857958-1,0
SR-18860140-1,0
SR-18860376-1,0
SR-18860422-1,0
SR-18861234-1,0
SR-18861264-1,0
SR-18863016-1,0
SR-18866413-1,0
SR-18866786-1,0
SR-18866927-1,0
SR-18867757-1,0
SR-18870051-1,0
SR-18871353-1,0
SR-18875911-1,0
SR-18876122-1,0
SR-18878933-1,0
SR-18879566-1,0
SR-18881147-1,0
SR-18884135-1,0
SR-18888104-1,0
SR-18889257-1,0
SR-18890085-1,0
SR-18891539-1,0
SR-18892105-1,0
SR-18892306-1,0
SR-18893450-1,0
SR-18893831-1,0
SR-18894098-1,0
SR-18895411-1,0
SR-18896133-1,0
SR-18896801-1,0
SR-18897307-1,0
SR-18897997-1,0
SR-18898301-1,0
SR-18898355-1,0
SR-18898545-1,0
SR-18899335-1,0
SR-18899989-1,0
SR-18900124-1,0
SR-18900437-1,0
SR-18900484-1,0
SR-18900616-1,0
SR-18900856-1,0
SR-18903527-1,0
SR-18904025-1,0
SR-18904645-1,0
SR-18905268-1,0
SR-18905322-1,0
SR-18905781-1,0
SR-18906852-1,0
SR-18907285-1,0
SR-18907888-1,0
SR-18907968-1,1
SR-18909894-1,0
SR-18910122-1,0
SR-18910265-1,0
SR-18910688-1,0
SR-18913673-1,0
SR-18915148-1,0
SR-18916581-1,0
SR-18916708-1,0
SR-18916939-1,0
SR-18920049-1,0
SR-18921936-1,0
SR-18922068-1,0
SR-18924970-1,0
SR-18925594-1,0
SR-18926041-1,0
SR-18926618-1,0
SR-18927135-1,0
SR-18931071-1,0
SR-18931169-1,0
SR-18931450-1,0
SR-18931937-1,0
SR-18932801-1,0
SR-18934994-1,0
SR-18935816-1,0
SR-18936386-1,0
SR-18937048-1,0
SR-18937637-1,0
SR-18938154-1,0
SR-18939032-1,1
SR-18940147-1,0
SR-18941936-1,0
SR-18942232-1,0
SR-18943575-1,0
SR-18943588-1,0
SR-18943799-1,0
SR-18947596-1,1
SR-18947897-1,0
SR-18948132-1,0
SR-18948163-1,0
SR-18948189-1,0
SR-18948324-1,0
SR-18948678-1,0
SR-18948782-1,0
SR-18948894-1,0
SR-18949292-1,0
SR-18949807-1,0
SR-18950075-1,0
SR-18950254-1,0
SR-18950281-1,0
SR-18950470-1,0
SR-18950995-1,0
SR-18951483-1,0
SR-18953341-1,0
SR-18953432-1,0
SR-18953615-1,0
SR-18954464-1,0
SR-18954997-1,0
SR-18955616-1,0
SR-18956433-1,0
SR-18956567-1,0
SR-18956891-1,0
SR-18957669-1,0
SR-18957929-1,0
SR-18958054-1,0
SR-18958364-1,0
SR-18958637-1,0
SR-18959164-1,1
SR-18959580-1,0
SR-18959833-1,0
SR-18959981-1,0
SR-18960387-1,0
SR-18961426-1,0
SR-18962350-1,0
SR-18963267-1,0
SR-18963897-1,0
SR-18964190-1,0
SR-18964802-1,0
SR-18966156-1,0
SR-18966356-1,0
SR-18966382-1,0
SR-18966393-1,0
SR-18967329-1,0
SR-18969273-1,0
SR-18969630-1,0
SR-18969834-1,0
SR-18970009-1,0
SR-18970085-1,0
SR-18970537-1,0
SR-18970555-1,0
SR-18970831-1,0
SR-18972233-1,0
SR-18972944-1,0
SR-18973010-1,0
SR-18973929-1,0
SR-18974171-1,0
SR-18974518-1,0
SR-18975855-1,0
SR-18978424-1,0
SR-18978591-1,0
SR-18979262-1,0
SR-18980009-1,0
SR-18980457-1,0
SR-18981090-1,0
SR-18981444-1,0
SR-18981641-1,0
SR-18982174-1,0
SR-18982845-1,0
SR-18983643-1,0
SR-18984616-1,0
SR-18984867-1,0
SR-18984922-1,0
SR-18985441-1,0
SR-18986351-1,0
SR-18986520-1,0
SR-18986653-1,0
SR-18987341-1,0
SR-18987731-1,0
SR-18987858-1,0
SR-18987868-1,0
SR-18987972-1,0
SR-18989718-1,0
SR-18990044-1,0
SR-18993188-1,0
SR-18995205-1,0
SR-18998098-1,0
SR-18998326-1,0
SR-18999745-1,0
SR-18999910-1,0
SR-19003903-1,0
SR-19004166-1,0
SR-19006174-1,1
SR-19010338-1,0
SR-19011392-1,0
SR-19011611-1,0
SR-19011679-1,0
SR-19011849-1,0
SR-19013956-1,0
SR-19015039-1,0
SR-19015423-1,0
SR-19015949-1,0
SR-19016286-1,0
SR-19016681-1,0
SR-19019633-1,0
SR-19022008-1,0
SR-19022365-1,0
SR-19025724-1,0
SR-19026038-1,0
SR-19026302-1,0
SR-19026627-1,0
SR-19027982-1,0
SR-19029372-1,0
SR-19029434-1,0
SR-19029540-1,0
SR-19031300-1,0
SR-19031532-1,0
SR-19031606-1,0
SR-19033259-1,0
SR-19033303-1,0
SR-19034100-1,0
SR-19034257-1,0
SR-19034375-1,0
SR-19034626-1,0
SR-19035282-1,0
SR-19036478-1,0
SR-19036481-1,0
SR-19036585-1,0
SR-19036627-1,0
SR-19036796-1,0
SR-19036803-1,0
SR-19036826-1,0
SR-19038093-1,0
SR-19038973-1,0
SR-19040400-1,0
SR-19042019-1,0
SR-19042210-1,0
SR-19044214-1,0
SR-19045117-1,0
SR-19045534-1,0
SR-19045547-1,0
SR-19048085-1,0
SR-19049826-1,0
SR-19049973-1,0
SR-19050619-1,0
SR-19052545-1,0
SR-19053116-1,0
SR-19053953-1,0
SR-19054498-1,0
SR-19054918-1,0
SR-19055030-1,0
SR-19055821-1,0
SR-19060479-1,0
SR-19060798-1,0
SR-19061603-1,0
SR-19062289-1,0
SR-19062299-1,0
SR-19064003-1,0
SR-19064019-1,0
SR-19066178-1,0
SR-19066618-1,0
SR-19067061-1,0
SR-19067477-1,0
SR-19067548-1,0
SR-19067551-1,0
SR-19068367-1,0
SR-19068707-1,0
SR-19069182-1,0
SR-19069577-1,0
SR-19069941-1,0
SR-19070594-1,0
SR-19072578-1,0
SR-19072772-1,0
SR-19073821-1,0
SR-19074421-1,0
SR-19075054-1,0
SR-19075131-1,0
SR-19082437-1,0
SR-19082678-1,0
SR-19084716-1,0
SR-19086523-1,0
SR-19086944-1,0
SR-19087026-1,0
SR-19087174-1,0
SR-19088158-1,0
SR-19088188-1,0
SR-19089191-1,0
SR-19091987-1,0
SR-19092432-1,0
SR-19093002-1,0
SR-19094959-1,0
SR-19096195-1,0
SR-19096789-1,0
SR-19100987-1,0
SR-19101693-1,0
SR-19104496-1,0
SR-19105004-1,0
SR-19106032-1,0
SR-19106855-1,0
SR-19107018-1,0
SR-19107894-1,0
SR-19108011-1,0
SR-19108962-1,0
SR-19109336-1,0
SR-19109402-1,0
SR-19109450-1,0
SR-19110202-1,0
SR-19110751-1,1
SR-19113502-1,0
SR-19114774-1,0
SR-19115885-1,0
SR-19115960-1,0
SR-19116223-1,0
SR-19116606-1,0
SR-19116991-1,0
SR-19117040-1,0
SR-19117845-1,0
SR-19117924-1,0
SR-19118418-1,0
SR-19120369-1,0
SR-19121145-1,0
SR-19121245-1,0
SR-19121519-1,0
SR-19121829-1,0
SR-19122573-1,0
SR-19122663-1,0
SR-19123180-1,0
SR-19123606-1,0
SR-19123650-1,0
SR-19123854-1,0
SR-19125120-1,0
SR-19125349-1,0
SR-19125844-1,0
SR-19126828-1,0
SR-19126833-1,1
SR-19128206-1,0
SR-19128353-1,0
SR-19129595-1,0
SR-19130503-1,0
SR-19131373-1,0
SR-19132143-1,0
SR-19132547-1,0
SR-19133434-1,0
SR-19134863-1,0
SR-19135195-1,0
SR-19135257-1,0
SR-19135425-1,0
SR-19135935-1,0
SR-19136261-1,0
SR-19136352-1,0
SR-19136930-1,0
SR-19137130-1,0
SR-19138248-1,0
SR-19139025-1,0
SR-19139154-1,0
SR-19139159-1,0
SR-19139303-1,0
SR-19139755-1,0
SR-19140447-1,0
SR-19141096-1,0
SR-19141618-1,0
SR-19141821-1,0
SR-19142667-1,0
SR-19142688-1,0
SR-19143197-1,0
SR-19143513-1,0
SR-19143673-1,0
SR-19144095-1,0
SR-19144166-1,0
SR-19144632-1,0
SR-19145837-1,0
SR-19145891-1,0
SR-19147078-1,0
SR-19147952-1,0
SR-19148702-1,1
SR-19148708-1,0
SR-19150551-1,0
SR-19150753-1,0
SR-19150957-1,0
SR-19151320-1,0
SR-19151612-1,0
SR-19151712-1,0
SR-19153134-1,0
SR-19153783-1,0
SR-19154034-1,0
SR-19155143-1,0
SR-19156814-1,0
SR-19157210-1,0
SR-19157687-1,0
SR-19158108-1,0
SR-19160342-1,0
SR-19160443-1,0
SR-19160444-1,0
SR-19160535-1,0
SR-19160749-1,0
SR-19161653-1,0
SR-19162432-1,0
SR-19162567-1,0
SR-19163353-1,0
SR-19163719-1,0
SR-19165092-1,0
SR-19165554-1,0
SR-19166037-1,0
SR-19167449-1,0
SR-19167511-1,0
SR-19167649-1,0
SR-19167851-1,0
SR-19167897-1,0
SR-19168059-1,0
SR-19169576-1,0
SR-19170064-1,0
SR-19170599-1,0
SR-19171395-1,0
SR-19171764-1,0
SR-19172526-1,0
SR-19173217-1,0
SR-19174048-1,0
SR-19174186-1,0
SR-19174281-1,0
SR-19175572-1,0
SR-19176320-1,0
SR-19176618-1,0
SR-19176775-1,0
SR-19177566-1,0
SR-19177890-1,0
SR-19178024-1,0
SR-19178660-1,1
SR-19179121-1,0
SR-19179197-1,0
SR-19181253-1,0
SR-19181329-1,0
SR-19184145-1,0
SR-19186377-1,0
SR-19187087-1,0
SR-19187527-1,0
SR-19189594-1,0
SR-19193924-1,0
SR-19194126-1,0
SR-19197974-1,0
SR-19200324-1,1
SR-19200517-1,0
SR-19201053-1,0
SR-19201056-1,0
SR-19201342-1,0
SR-19201656-1,0
SR-19201801-1,0
SR-19202727-1,0
SR-19203523-1,0
SR-19206254-1,0
SR-19208199-1,0
SR-19209464-1,0
SR-19209505-1,0
SR-19209666-1,0
SR-19209913-1,0
SR-19209916-1,0
SR-19209929-1,0
SR-19209954-1,0
SR-19210521-1,0
SR-19210595-1,0
SR-19210721-1,0
SR-19212482-1,0
SR-19212764-1,0
SR-19212805-1,0
SR-19212954-1,0
SR-19213230-1,0
SR-19213820-1,0
SR-19214192-1,0
SR-19215168-1,0
SR-19215180-1,0
SR-19215576-1,0
SR-19215598-1,0
SR-19215866-1,0
SR-19217771-1,0
SR-19217845-1,0
SR-19217871-1,0
SR-19217881-1,0
SR-19218096-1,0
SR-19218363-1,0
SR-19218455-1,0
SR-19219053-1,0
SR-19219656-1,0
SR-19221035-1,0
SR-19222108-1,0
SR-19222575-1,0
SR-19222667-1,0
SR-19222761-1,0
SR-19222974-1,0
SR-19223189-1,0
SR-19223278-1,0
SR-19223665-1,0
SR-19223937-1,0
SR-19224457-1,0
SR-19224803-1,0
SR-19224942-1,0
SR-19225126-1,0
SR-19225228-1,0
SR-19225694-1,0
SR-19225959-1,0
SR-19226446-1,0
SR-19226608-1,0
SR-19226715-1,0
SR-19226824-1,0
SR-19227518-1,0
SR-19227542-1,0
SR-19227954-1,0
SR-19230028-1,0
SR-19230455-1,0
SR-19232796-1,0
SR-19232826-1,0
SR-19233044-1,0
SR-19233611-1,0
SR-19234055-1,0
SR-19234087-1,0
SR-19234605-1,0
SR-19236417-1,0
SR-19236656-1,0
SR-17810090-1,0
SR-17827093-1,0
SR-17871309-1,0
SR-17874134-1,0
SR-17907219-1,0
SR-17912609-1,0
SR-17926394-1,0
SR-17950988-1,0
SR-17974426-1,0
SR-17976943-1,0
SR-17986741-1,0
SR-18001615-1,0
SR-18004374-1,0
SR-18017187-1,0
SR-18018641-1,0
SR-18047047-1,0
SR-18051858-1,0
SR-18054266-1,0
SR-18070253-1,0
SR-18094437-1,0
SR-18129055-1,0
SR-18249462-1,0
SR-18268260-1,0
SR-18334178-1,0
SR-18343681-1,0
SR-18344845-1,0
SR-18347656-1,0
SR-18357462-1,0
SR-18369036-1,0
SR-18374168-1,0
SR-18376187-1,0
SR-18381176-1,0
SR-18384580-1,0
SR-18389304-1,0
SR-18389915-1,0
SR-18391513-1,0
SR-18392907-1,0
SR-18394770-1,0
SR-18395583-1,0
SR-18396478-1,0
SR-18397024-1,0
SR-18404859-1,0
SR-18409419-1,0
SR-18412125-1,0
SR-18415084-1,0
SR-18426538-1,0
SR-18427345-1,0
SR-18427612-1,0
SR-18428136-1,0
SR-18431064-1,0
SR-18431911-1,0
SR-18436683-1,0
SR-18440061-1,0
SR-18444299-1,0
SR-18449180-1,0
SR-18452359-1,0
